FIPS,County,"Area, Square Miles",2010 Population,2010 White Population,% 2010 White Population,2010 Black Population,% 2010 Black Population,2010 Asian Population,% 2010 Asian Population,2010 Hispanic Population,% 2010 Hispanic Population,2010 Other Population,"Income: #, Household income less than $35,000","Income: %, Household income less than $35,000","Income: #, Household income $35,000 to $74,999","Income: %, Household income $35,000 to $74,999","Income: #, Household income $75,000 to $200,000","Income: %, Household income $75,000 to $200,000","Income: #, Household income $200,000 or more","Income: %, Household income $200,000 or more",Income: Median household income,"Total Index Crimes Reported, 2012","Violent Crimes Reported, Total, 2012","Violent Crimes Reported, % of Total, 2012","Violent Crimes Reported, Rate per 100,000,  2012","Violent Crimes Reported, Murder, 2012","Violent Crimes Reported, Rape, 2012","Violent Crimes Reported, Robbery, 2012","Violent Crimes Reported, Aggravated Assault, 2012","Educational Attainment: #, Population 25 years and over","Educational Attainment: #, Less than HS or GED","Educational Attainment: %, Less than HS or GED","Educational Attainment: #, BA or Higher","Educational Attainment: %, BA or Higher","Households receiving food stamps, June 2010","Total food stamp recipients, June 2010","Food stamp recipients, age 0-4 , June 2010","Food stamp recipients, age 5-17 , June 2010","Food stamp recipients, age 18-64 , June 2010","Food stamp recipients, age 65+ , June 2010","Households receiving food stamps, June 2012",% of adults who smoke,% of adults who are obese,% of adults who are physically inactive ,% Alcohol Impaired Deaths ,Motor Vehicle Mortality Rate,# Primary Care Physicians,Primary Care Physicians Rate,# Dentists,Dentist Rate,% Female Medicare enrollees ages 67-69 that receive mammography screenings,% Diabetic,Average healthcare costs per person,"Sexually Transmitted Diseases (STD) Cases, 2011-2013","STD Rate, per 100,000, 2011-2013",Avg # of Physically Unhealthy Days in past 30 days (age-adjusted),Avg # of Mentally Unhealthy Days  in past 30 days (age-adjusted),"Total births, 2010-2012","Birth rate, per 1,000 women age 10-55, 2010-2012","BIRTH RATE, 2010-2012","Teen births, age 15-19, 2010-2012","Birth rate, per 1,000 women age 15-19, 2010-2012","Low birth weight (<2,500 grams) births, 2010-2012","% all births that are low birth weight, 2010-2012","Premature births (<37 weeks), 2010-2012","% of all discharges for ""treatable"" illnesses, 2010-2012","Change in Birth Rate, 2010-2014","% Low Birth Weight Births, 2014","Poverty: #, Population for whom poverty status is determined","Poverty: #, Population in poverty","Poverty: %, Population in poverty","Poverty: #, Population under 18 years for whom poverty status is determined","Poverty: #, Population under 18 years in poverty","Poverty: %, Population under 18 years in poverty","Poverty: #, Population 18 to 64 years for whom poverty status is determined","Poverty: #, Population 18 to 64 years in poverty","Poverty: %, Population 18 to 64 years in poverty","Poverty: #, Population 65 years and over for whom poverty status is determined","Single Parent Families, 2010","Single Parent Families (as % of total Households), 2010","Own Children in Families, 2008-12","Children with no Parent in the Labor Force, 2008-12","% Children with no Parent in the Labor Force, 2008-12","% At Risk Youth: Not in School or Labor Force, Ages 16-19, 2010-2014 (avg)","% Children with No Parent in the Labor Force, 2010-2014 (avg)","Male life expectancy, 1985 (years)","Female life expectancy, 1985 (years)","Male life expectancy, 1990 (years)","Female life expectancy, 1990 (years)","Male life expectancy, 1995 (years)","Female life expectancy, 1995 (years)","Male life expectancy, 2000 (years)","Female life expectancy, 2000 (years)","Male life expectancy, 2005 (years)","Female life expectancy, 2005 (years)"
13147,Hart,257,25213,19213,76.2,4691,18.6,211,0.8,786,3.1,312,4667,46.9,3145,31.6,2015,20.2,128,1.3,37653,967,96,9.9,376.2,0,3,6,87,17817,3473,19.5,2422,13.6,2029,4457,646,1169,2391,251,2442,17,30,29,38,20,12,47,7,28,52,14,8950,327,429,4.2,4.1,785,37.1,37.1,95,44.3,64,8.2,80,21.1,2.3,8.3,24635,5403,21.9,5495,1562,28.4,14217,3164,22.3,4923,889,8.78,5139,397,7.7,4.8,12.1,68.1,77.8,69.4,78.5,70.5,78.1,72,78.1,71.7,78.5
13149,Heard,301,11834,10190,86.1,1152,9.7,56,0.5,223,1.9,213,1888,43.5,1489,34.3,949,21.9,10,0.2,41525,193,29,15,249.3,0,3,0,26,7792,1831,23.5,788,10.1,1089,2609,342,730,1384,153,1167,18,31,28,31,26,2,17,,,51,12,10289,100,286,4.1,4,391,36,36,82,67,32,8.2,45,18.9,0.9,11.6,11457,2349,20.5,2766,803,29,7020,1282,18.3,1671,433,9.84,2722,332,12.2,9.2,17.1,66.5,75.8,67.5,75.5,67.7,75.2,69.5,75.4,70.5,76.2
13151,Henry,327,203922,107083,52.5,74056,36.3,5902,2.9,11813,5.8,5068,18061,25.7,26354,37.5,23913,34,1953,2.8,60424,6385,389,6.1,186.1,5,39,123,222,133759,13967,10.4,36103,27,9485,24482,3759,8819,11191,713,12632,15,30,24,20,15,104,49,67,31,62,11,8970,3102,494,3.5,3.6,7297,33.4,33.4,535,21.4,617,8.5,715,15.5,-1,9.5,209775,27162,12.9,57325,11321,19.7,131686,14367,10.9,20764,9083,12.93,55764,3546,6.4,4,7.5,69.1,76.1,70.8,77.4,72.9,77.9,73.4,78.2,74.4,78.7
13153,Houston,380,139900,84703,60.5,39535,28.3,3360,2.4,8515,6.1,3787,17222,32,19238,35.8,16128,30,1183,2.2,53270,6062,492,8.1,336.7,8,31,167,286,94781,9880,10.4,22246,23.5,8611,20998,3781,6869,9736,612,11201,16,32,24,15,12,76,51,73,49,64,11,10479,3037,694,3.7,3.7,6217,43.5,43.5,560,37.9,532,8.6,672,21,-4.2,7.7,145729,25111,17.2,37938,9793,25.8,91435,13839,15.1,16356,6530,12.31,35214,2424,6.9,4.7,8.2,69.9,76.6,70.9,77.3,72.2,77.1,73.3,77.6,73.4,78.6
13155,Irwin,363,9538,6719,70.4,2459,25.8,61,0.6,228,2.4,71,1658,50.8,1105,33.9,409,12.5,90,2.8,34156,291,36,12.4,375,0,9,0,27,6446,962,14.9,686,10.6,887,2181,369,660,1043,109,1067,18,30,30,29,16,4,42,2,22,73,14,9900,188,655,4.4,4.1,318,39.1,39.1,47,57.1,54,17,54,25.8,-0.4,6.8,8849,2300,26,2126,760,35.7,5280,1301,24.6,1443,401,11.47,2075,192,9.3,14.2,13.3,67.5,76.3,67.6,76.8,67.8,76.4,69.4,76.2,69.5,76.4
13157,Jackson,343,60485,50695,83.8,4050,6.7,1026,1.7,3736,6.2,978,6605,31.4,7361,35,6588,31.3,494,2.3,53379,1439,100,6.9,165.1,0,12,10,78,40623,7032,17.3,7804,19.2,3610,9259,1300,2862,4706,391,4471,16,29,28,19,18,35,57,30,48,60,10,9761,436,238,3.5,3.6,2376,42,42,209,36.2,184,7.7,220,19.4,-1.8,5.5,60866,8314,13.7,15839,2476,15.6,37254,5024,13.5,7773,1758,8.24,15106,967,6.4,6.2,6.8,68.7,76.5,69.3,77.2,70.1,77.8,70.7,77.2,71.1,77.4
13159,Jasper,374,13900,10095,72.6,3030,21.8,30,0.2,510,3.7,235,2029,39.3,1992,38.6,1082,21,59,1.1,42368,233,38,16.3,278.8,0,4,0,34,9171,1955,21.3,1092,11.9,1194,2892,435,875,1469,113,1455,19,31,30,27,23,6,44,2,15,55,14,9043,191,465,4.3,4.2,553,44.2,44.2,58,45.2,41,7.4,57,19,-2.3,7.9,13447,2785,20.7,3265,962,29.5,8281,1593,19.2,1901,434,8.6,3183,237,7.4,8.7,7.5,67.5,77,68.9,76.7,70.5,77.1,72.3,78.3,72.3,78.8
13161,Jeff Davis,336,15068,11056,73.4,2212,14.7,70,0.5,1577,10.5,153,2522,46.7,1714,31.7,1110,20.5,58,1.1,36385,552,81,14.7,534.4,1,0,3,77,9631,2050,21.3,930,9.7,1458,3642,668,1148,1668,158,1757,18,30,31,42,28,4,27,1,7,55,12,11009,232,512,4.2,4,651,47.8,47.8,113,78.4,67,10.3,82,28.5,-1.9,8.2,14834,3309,22.3,4055,1341,33.1,8745,1644,18.8,2034,667,11.72,3905,632,16.2,18.5,18.3,67.6,75.9,67.1,75.5,67.5,75.6,68.6,75.5,69.1,75.2
13163,Jefferson,530,16930,7015,41.4,9187,54.3,64,0.4,517,3.1,147,3699,61.1,1612,26.6,691,11.4,55,0.9,26557,394,50,12.7,304.3,0,1,17,32,10893,2960,27.2,1096,10.1,1906,4545,723,1359,2214,249,2293,21,38,30,32,25,6,37,4,25,59,18,8656,588,1190,4.9,4.6,674,45.4,45.4,95,59,94,13.9,120,24.4,0.1,11.5,15849,4889,30.8,3967,1979,49.9,9393,2480,26.4,2489,843,13.51,3878,794,20.5,12.4,24.6,66,75.2,65.5,74.5,65.3,74,67,74.6,68.3,74.9
13165,Jenkins,353,8340,4508,54.1,3353,40.2,36,0.4,334,4,109,2135,61.1,919,26.3,375,10.7,66,1.9,24604,,,,,,,,,5944,1711,28.8,725,12.2,1061,2541,383,789,1242,127,1178,22,32,28,21,25,2,22,,,47,15,9173,208,781,4.8,4.4,322,43.9,43.9,48,58.1,33,10.2,55,23.5,-3.9,13.7,8831,2984,33.8,2257,1300,57.6,4990,1491,29.9,1584,404,12.66,1941,338,17.4,2.9,14,65.8,75.1,66.9,74.9,67.5,75.3,69.6,75.8,69.6,76.4
13167,Johnson,307,9980,6219,62.3,3461,34.7,22,0.2,186,1.9,92,1663,50.4,970,29.4,666,20.2,0,0,34438,182,22,12.1,222.3,0,1,2,19,6724,1635,24.3,601,8.9,991,2175,294,625,1133,123,1144,18,34,32,29,19,4,41,,,64,13,9773,193,651,4.1,3.8,279,36.6,36.6,37,47.6,26,9.3,31,25.9,-8,8.6,9186,2125,23.1,1906,628,32.9,5895,1244,21.1,1385,370,11.06,1952,133,6.8,15.5,4.8,66.5,77.4,67.2,77.3,67,76.4,69.8,76.8,70.4,76.4
13169,Jones,396,28669,20830,72.7,6977,24.3,186,0.6,315,1.1,361,3482,33.7,3363,32.6,3189,30.9,292,2.8,51857,546,22,4,77,1,2,2,17,19232,2557,13.3,3782,19.7,1766,4048,585,1210,2080,173,2233,15,33,29,39,20,6,21,3,10,68,11,9944,348,406,3.6,3.6,989,36.7,36.7,109,37.9,110,11.1,119,18,-6,9.4,28455,4770,16.8,7068,1665,23.6,17248,2807,16.3,4139,1039,9.82,6915,312,4.5,5.7,4.4,70.3,77.4,70.8,77.6,71.4,78,72,78.4,72.7,79.2
13171,Lamar,186,18317,11943,65.2,5621,30.7,68,0.4,341,1.9,344,2955,45.9,1779,27.7,1586,24.7,111,1.7,40344,550,59,10.7,326.7,3,8,7,41,11645,1779,15.3,1995,17.1,1536,3338,488,912,1774,164,1910,17,33,30,29,13,8,45,2,11,55,12,9458,340,627,4,4,593,34,34,93,32.2,62,10.5,70,18.5,0.7,11.5,16820,3713,22.1,3759,1096,29.2,10315,2051,19.9,2746,631,9.54,3442,290,8.4,4.6,6.1,68.1,76.4,68.3,76.4,69.8,77.1,71,77.2,72,77.3
13173,Lanier,200,10078,6899,68.5,2367,23.5,101,1,461,4.6,250,1767,47.6,1248,33.6,688,18.5,9,0.2,37605,244,35,14.3,336.5,0,4,4,27,6970,1645,23.6,885,12.7,802,1989,311,605,978,95,925,20,32,28,57,,1,10,1,10,61,12,11785,171,548,4.4,4.2,390,40.7,40.7,49,56.1,43,11,60,24.3,6.7,8.4,10041,2675,26.6,2561,843,32.9,6294,1625,25.8,1186,404,11.2,2685,333,12.4,20.7,20.2,67.3,75.7,66.6,75,67.1,74.2,69.3,75,70.3,75.8
13175,Laurens,819,48434,28920,59.7,17268,35.7,478,1,1143,2.4,625,9304,52.7,4825,27.4,3187,18.1,324,1.8,32356,2108,163,7.7,339.3,3,4,54,102,31873,6013,18.9,4818,15.1,5268,11953,1933,3568,5951,501,6504,19,35,32,21,19,49,102,20,42,63,15,9461,1159,805,4.7,4.3,2032,45.7,45.7,291,59.4,217,10.7,235,25.9,-2.9,11.3,46665,12823,27.5,11665,4533,38.9,27782,7214,26,7218,2361,12.67,11252,1924,17.1,13,21.2,67.3,76.4,67.2,76.5,67.9,76.8,70.8,76.8,71,76.7
13177,Lee,362,28298,21453,75.8,5239,18.5,609,2.2,560,2,437,2334,23.3,3688,36.8,3579,35.7,414,4.1,61537,722,92,12.7,320,1,1,5,85,18801,2481,13.2,4368,23.2,1350,3463,543,1213,1603,104,1755,15,32,25,28,17,16,55,6,21,65,10,8620,337,390,3.3,3.5,1083,38.2,38.2,88,27.9,87,8,120,17.4,4.9,8.9,27711,3417,12.3,7788,1311,16.8,17064,1787,10.5,2859,1059,10.91,7600,315,4.1,7.6,5,69.3,77.3,70.4,78,72.3,78.6,73.9,79,74.2,78.8
13179,Liberty,603,63453,27085,42.7,26018,41,1182,1.9,6159,9.7,3009,9061,39.5,9055,39.5,4595,20,232,1,42201,2398,246,10.3,375.7,2,26,41,177,35998,3612,10,6743,18.7,3295,8349,1642,2725,3761,221,3866,20,34,28,25,15,22,34,63,97,55,10,9475,1816,931,4.1,3.9,4405,67.7,67.7,394,60.8,400,9.1,555,17.4,7.4,8.6,62238,11047,17.7,18441,4221,22.9,39269,6134,15.6,4528,3961,17.88,18376,1851,10.1,12.2,11.8,70.5,76,71,76.3,70.7,75.9,71.3,75.5,72.1,76.9
13181,Lincoln,257,7996,5201,65,2562,32,32,0.4,98,1.2,103,1724,50.3,1056,30.8,605,17.7,40,1.2,34243,249,30,12,387.7,0,0,4,26,5625,1054,18.7,683,12.1,598,1380,207,361,719,93,694,17,33,30,33,27,2,26,1,13,59,15,9648,89,381,4.1,4,201,30.2,30.2,26,37.4,29,14.4,26,26.8,11.6,6,7638,1912,25,1476,594,40.2,4624,1031,22.3,1538,261,7.96,1487,135,9.1,1.1,13.2,67.4,76.3,67.6,75.9,68.1,76.2,69.6,76.8,70.3,77.2
13183,Long,404,14464,8491,58.7,3541,24.5,110,0.8,1778,12.3,544,1735,34.6,1994,39.7,1274,25.4,14,0.3,48863,329,26,7.9,162,1,12,3,10,9879,1462,14.8,1484,15,624,1687,294,568,767,58,819,18,30,28,38,15,,,,,52,10,11733,230,481,3.9,3.8,614,40.3,40.3,69,41,55,9,57,21.8,20.7,10.6,16373,2936,17.9,4834,1114,23,10310,1742,16.9,1229,784,15.61,4068,193,4.7,17.6,11.7,67.4,74.8,68.5,75.5,69.5,75.9,70.4,76.2,72.3,77.9
13185,Lowndes,511,109233,61234,56.1,38815,35.5,1561,1.4,5238,4.8,2385,18807,47.8,12082,30.7,7682,19.5,757,1.9,36834,3710,359,9.7,313.4,4,44,97,214,64465,10447,16.2,15123,23.5,8624,21268,3969,6734,9941,624,10977,19,28,29,26,11,59,52,70,62,67,11,9385,4287,1263,4.2,4.1,5110,44.8,44.8,567,36.1,566,11.1,663,19.6,-4,9.2,109266,28907,26.5,27519,9174,33.3,70211,18538,26.4,11536,4762,11.98,25199,2008,8,6.6,7.8,68.2,75.8,68.4,76.4,70,76.8,71.2,76.4,71.6,76.9
13187,Lumpkin,284,29966,27519,91.8,310,1,133,0.4,1344,4.5,660,4395,39.6,4031,36.4,2337,21.1,323,2.9,43804,537,81,15.1,264.6,0,11,2,68,19966,2988,15,5608,28.1,1770,4244,571,1200,2204,269,2102,17,30,26,34,23,11,36,8,26,62,10,9722,142,155,3.9,4,1009,35.2,35.2,82,20.5,80,7.9,103,19.2,-2.6,10.8,29506,5559,18.8,5998,1265,21.1,18902,3703,19.6,4606,744,6.77,5821,395,6.8,2.1,5.5,69.5,78,70.3,78,71.7,78.2,72.5,78.4,74,78.8
13189,McDuffie,266,21875,12310,56.3,8661,39.6,74,0.3,475,2.2,355,3937,48.4,2569,31.6,1551,19.1,74,0.9,36656,627,27,4.3,189.3,1,0,5,21,14240,3287,23.1,2016,14.2,2231,5402,894,1685,2607,216,2729,18,35,31,38,23,13,60,7,33,54,14,9306,660,1017,4.2,4.1,910,44.8,38.3,126,57.7,105,11.5,111,21.9,-1.7,7.8,21263,5410,25.4,5533,2277,41.2,12525,2697,21.5,3205,681,13.62,5011,584,11.7,16,18.1,66.1,75.2,66.7,75.1,67.8,75.4,68.2,75.5,69.1,75
13191,McIntosh,574,14333,8716,60.8,5132,35.8,45,0.3,227,1.6,213,2196,41.5,1562,29.5,1456,27.5,82,1.5,42988,795,44,5.5,157.6,0,3,7,34,10378,1935,18.6,1361,13.1,989,2268,328,657,1177,106,1231,16,31,29,17,20,1,7,2,14,75,15,8178,196,467,3.7,3.8,377,31.3,37,68,51,39,10.3,35,21.1,2.8,8.1,13886,2956,21.3,2621,940,35.9,8448,1579,18.7,2817,899,8.56,2581,435,16.9,5.3,12,67.4,74.8,68.5,75.5,69.5,75.9,70.4,76.2,72.3,77.9
13193,Macon,406,14740,4961,33.7,8902,60.4,190,1.3,527,3.6,160,2734,58.4,1441,30.8,489,10.4,20,0.4,28684,80,4,5,45.9,0,0,0,4,9718,2746,28.3,772,7.9,1334,2792,391,848,1381,172,1691,21,35,32,20,19,1,7,2,15,58,16,8862,323,757,4.7,4.3,440,37.5,44.8,73,53.3,47,10.7,52,23.4,-0.7,7.4,12290,3639,29.6,2768,931,33.6,7708,2347,30.4,1814,348,10.18,3066,418,13.6,20.9,12.9,67.2,74.8,67.2,74.8,67.4,73.7,68.6,75.2,70.2,76.5
13195,Madison,286,28120,24106,85.7,2320,8.3,173,0.6,1139,4.1,382,4155,40.8,3513,34.5,2334,22.9,193,1.9,41912,296,13,4.4,60,1,1,1,10,19272,3547,18.4,3001,15.6,1914,4785,688,1389,2479,229,2493,17,32,28,22,30,4,14,1,4,61,12,10057,291,347,4,3.9,993,38.3,31.3,133,46.6,89,9,128,20.5,-1.2,9,27983,4798,17.1,6490,1492,23,17205,2854,16.6,4288,1194,14.41,6666,706,10.6,0.6,11.6,69.6,78.1,69.8,77.8,70.9,77.6,71.7,77.9,71.9,78.1
13197,Marion,368,8742,5100,58.3,2837,32.5,77,0.9,570,6.5,158,1451,47.5,948,31,589,19.3,67,2.2,36242,425,25,5.9,180.6,1,0,4,20,6059,1479,24.4,738,12.2,870,1867,311,505,937,114,956,19,33,31,45,27,1,12,1,11,42,15,7034,125,479,4.3,4.1,292,37,37.5,53,61.4,22,7.5,41,18.7,-1.3,11.9,8633,1836,21.3,1987,579,29.1,5242,1089,20.8,1404,528,8.84,1881,421,22.4,14.1,12.3,69.8,76.4,69.9,76.8,69.1,76.3,70.5,75.7,71.8,77.1
13199,Meriwether,506,21992,12606,57.3,8583,39,141,0.6,347,1.6,315,3894,49,2540,32,1413,17.8,96,1.2,35832,706,59,8.4,277.3,0,1,4,54,14714,3886,26.4,1367,9.3,2352,5364,763,1534,2754,313,2585,18,35,33,13,25,7,33,4,19,57,15,8731,319,498,4.3,4.2,766,40.2,40.2,102,52.6,73,9.5,81,25,3.1,12.4,20861,4733,22.7,4484,1405,31.3,12660,2759,21.8,3717,888,10.42,4402,586,13.3,14.9,8.5,67,75.7,66.4,76.1,67.5,75.3,68.6,75.8,69.4,76
13201,Miller,284,6125,4237,69.2,1697,27.7,23,0.4,93,1.5,75,1223,51.5,719,30.3,401,16.9,33,1.4,33983,134,17,12.7,284.8,0,1,1,15,4028,823,20.4,516,12.8,738,1662,253,479,805,125,888,18,31,35,20,35,3,51,3,50,58,14,11885,125,693,4.3,4.2,233,45.7,45.7,39,69.1,29,12.4,32,32.3,-10.4,8.2,5768,1608,27.9,1378,560,40.6,3289,871,26.5,1101,236,9.73,1387,284,20.5,21,18.7,66.3,75.9,68,76.3,68.5,76.9,70.4,78.1,70.3,77.2
13205,Mitchell,514,23498,10894,46.4,11185,47.6,120,0.5,1028,4.4,271,4476,55,2292,28.2,1345,16.5,27,0.3,31915,629,67,10.7,289.5,0,3,12,52,15371,3980,25.9,1748,11.4,2978,6656,1105,1967,3223,361,3364,21,31,30,43,22,13,56,4,18,62,16,9850,598,859,4.8,4.5,898,46.1,46.1,119,58.6,100,11.1,113,18.1,-5.4,12.8,20601,5905,28.7,5330,2158,40.5,12090,3148,26,3181,1099,13.64,5484,1150,21,19.6,17.3,66.5,75.3,66.5,75.9,67.3,75.9,68.7,76.2,69.2,76.3
13207,Monroe,398,26424,19101,72.3,6249,23.6,209,0.8,535,2,330,3655,38.1,2996,31.3,2671,27.9,259,2.7,48744,561,39,7,146.4,0,2,6,31,18753,3424,18.3,3999,21.3,1496,3298,477,981,1657,183,1935,16,32,28,14,22,13,48,4,15,67,13,10500,325,405,3.7,3.7,854,35.9,35.9,81,33.8,82,9.6,105,19.3,0,13.1,25589,3492,13.6,5624,728,12.9,15912,2285,14.4,4053,791,8.19,5445,459,8.4,11.6,10.6,67.5,76.5,68.5,76.2,69.8,76.3,71.3,76.4,72.9,77.7
13209,Montgomery,245,9123,6144,67.3,2372,26,26,0.3,480,5.3,101,1588,50.6,1010,32.2,499,15.9,43,1.4,34672,8,3,37.5,33.7,0,2,0,1,5937,1157,19.5,865,14.6,854,1939,263,589,962,125,989,18,37,30,20,22,,,,,58,13,9607,145,537,4.3,4.1,328,41.8,41.8,46,46.2,43,13.1,55,21.7,-8.2,18.4,8191,2076,25.3,1900,683,35.9,4943,1153,23.3,1348,332,10.1,1881,377,20,8.7,15.7,67.1,76.8,68.1,77,69.1,76.3,70.3,76.6,71.2,76.8
13211,Morgan,355,17868,12814,71.7,4199,23.5,106,0.6,494,2.8,255,2141,33.4,2189,34.1,1915,29.8,173,2.7,51820,435,32,7.4,179,0,3,9,20,12106,2129,17.6,2672,22.1,1376,3090,382,950,1561,197,1659,16,28,27,16,20,10,56,8,45,62,13,9937,214,399,3.7,3.7,566,35.2,35.2,60,33.5,64,11.3,59,20.1,-1.1,9.5,17679,2529,14.3,4194,797,19,10452,1507,14.4,3033,592,8.89,4128,173,4.2,7.9,4.9,67,76.4,67.2,76.1,68.2,77.1,71.5,77.5,72.6,78.9
13213,Murray,347,39628,33666,85,212,0.5,110,0.3,5154,13,486,7046,49.5,4801,33.7,2311,16.2,78,0.5,35539,958,92,9.6,233.5,1,6,3,82,25666,7693,30,2648,10.3,3488,9055,1399,2680,4621,355,4166,19,29,32,19,21,6,15,4,10,53,11,9621,413,349,4.3,4.1,1467,38.9,38.9,232,57.6,128,8.7,178,21.9,2.8,10.4,38897,7765,20,9855,2372,24.1,24323,4764,19.6,4719,1369,9.72,9885,1059,10.7,6.4,10.7,69,77.2,69.8,78.1,69.9,77.6,70.8,77.1,70.8,77.3
13215,Muscogee,221,189885,82890,43.7,85119,44.8,4061,2.1,12110,6.4,5705,30402,41.8,24570,33.8,15693,21.6,2095,2.9,42306,12318,995,8.1,501.5,17,31,424,523,127557,17392,13.6,30786,24.1,17388,38738,6704,11981,18678,1375,21640,19,32,28,26,12,187,92,105,52,57,13,9227,6562,1102,4.1,4.1,9566,50.7,50.7,1159,56.5,1059,11.1,1313,19,-1.1,11.2,190210,38921,20.5,48889,14361,29.4,118565,21626,18.2,22756,10651,14.38,45357,4435,9.8,6.1,10.8,66.9,74.2,67.9,75.4,69,75.6,70,75.5,70.3,76.1
13217,Newton,279,99958,51995,52,40371,40.4,881,0.9,4635,4.6,2076,12047,34.8,12625,36.4,9396,27.1,573,1.7,49179,3215,371,11.5,365.5,4,26,54,287,64747,10181,15.7,13052,20.2,7755,19372,3038,6494,9237,603,10902,17,34,30,23,19,35,34,17,16,62,12,9727,2456,806,3.8,3.9,3986,39,39,445,37.2,387,9.7,506,20.2,-3.5,9.5,100876,17281,17.1,27679,6623,23.9,61740,9539,15.5,11457,4708,13.69,27117,1660,6.1,4,7.1,68.2,76.3,68.6,76.2,70.4,76.5,72.1,77.3,72.4,77.9
13219,Oconee,186,32808,28306,86.3,1610,4.9,1016,3.1,1436,4.4,440,2558,21.5,3539,29.8,4858,40.9,925,7.8,72182,530,40,7.5,119,0,0,4,36,22334,1529,6.8,10024,44.9,797,1899,270,587,959,83,1053,13,31,22,7,9,42,123,14,40,68,9,8488,273,270,3,3.4,997,30.8,30.8,43,11.4,55,5.5,76,17,-2.7,6.6,34116,2487,7.3,9247,844,9.1,20480,1425,7,4389,896,7.71,9045,570,6.3,4,4.3,70.7,79.2,72.4,79.1,74,79.1,75,79.5,76,80.7
13221,Oglethorpe,442,14899,11429,76.7,2557,17.2,65,0.4,546,3.7,302,2178,39.3,1932,34.9,1359,24.5,73,1.3,44226,504,60,11.9,410.5,1,12,4,43,10523,2189,20.8,1805,17.2,881,2164,297,661,1110,96,1146,15,30,27,19,21,2,14,1,7,57,12,9583,187,426,3.5,3.6,457,34.3,34.3,58,40.5,38,8.3,57,19.9,2.8,8.4,14539,2316,15.9,3252,768,23.6,8871,1273,14.4,2416,489,8.66,3327,214,6.4,7,13.4,68.3,77.5,68.9,77.5,69.1,77.7,70.8,77.4,71.5,77.4
13223,Paulding,314,142324,106739,75,23810,16.7,1237,0.9,7264,5.1,3274,12487,25.4,18106,36.9,17468,35.6,1049,2.1,60109,3190,221,6.9,152.6,1,18,32,170,92676,9609,10.4,22062,23.8,5231,14209,2176,4922,6678,433,7589,15,28,26,8,12,19,13,20,13,63,9,10575,1410,324,3.4,3.5,5707,38.3,38.3,376,23.9,412,7.2,540,16,-2.2,7.1,146447,18445,12.6,41493,7126,17.2,92123,9867,10.7,12831,5014,10.42,40614,1265,3.1,5.2,4.5,68.1,76.9,70.3,78.2,71.8,78.1,72.9,77.8,73.9,78.2
13225,Peach,151,27695,12499,45.1,12647,45.7,222,0.8,1890,6.8,437,4170,41.9,3099,31.2,2599,26.1,73,0.7,41588,1176,176,15,637.2,0,2,18,156,16643,2487,14.9,3484,20.9,2999,6078,884,1632,3321,241,3364,19,35,28,50,20,8,30,12,45,66,13,10664,873,1059,4.2,4,955,35,35,140,30.7,95,9.9,133,22.5,-4.1,9.9,24942,5471,21.9,5898,1896,32.1,15681,3294,21,3363,1234,12.39,5518,551,10,4.8,9.7,65.5,75,65.9,75.6,67.5,76,69.1,75.5,69.9,75.9
13227,Pickens,233,29431,27802,94.5,297,1,118,0.4,819,2.8,395,3522,31.2,4029,35.7,3302,29.3,433,3.8,54123,605,53,8.8,181.1,2,0,0,51,21577,3580,16.6,5419,25.1,1855,4654,672,1271,2494,217,2159,15,25,23,31,20,12,41,9,30,64,11,9385,168,190,3.6,3.7,908,36.1,36.1,111,45.1,66,7.3,83,20.1,3.6,8.7,29469,3418,11.6,6003,1127,18.8,17764,1951,11,5702,765,6.78,6068,388,6.4,4,6.5,68.5,77.5,69.3,77.2,70.3,78,73.4,78.7,74,78.9
13229,Pierce,344,18758,15860,84.6,1646,8.8,58,0.3,887,4.7,307,3092,44.9,2221,32.2,1489,21.6,88,1.3,40247,434,61,14.1,323.7,0,4,16,41,12456,2508,20.1,1772,14.2,1567,3712,556,1071,1910,175,1762,18,30,33,27,28,8,42,3,16,59,12,9994,217,384,4,3.9,706,41.8,41.8,109,62.3,53,7.5,78,24,-0.8,8.1,18768,4455,23.7,4816,1531,31.8,11187,2575,23,2765,706,9.97,4458,147,3.3,9.6,4.5,68.9,76.5,68,77.1,68.3,77.7,69.7,76.9,70.8,76
13231,Pike,220,17869,15506,86.8,1825,10.2,55,0.3,193,1.1,290,1760,29.3,2334,38.8,1813,30.1,110,1.8,51338,125,11,8.8,61.8,0,3,2,6,11886,1553,13.1,1904,16,1059,2560,327,821,1294,118,1245,16,28,29,31,26,3,17,3,17,52,11,10298,108,202,3.6,3.7,508,29.5,29.5,49,24.9,42,8.3,55,19.7,-2.3,10.8,17490,2132,12.2,4472,712,15.9,10543,1136,10.8,2475,481,7.77,4266,141,3.3,6.5,2.5,68.1,76.4,68.3,76.4,69.8,77.1,71,77.2,72,77.3
